recipe_id,canonical_product_id,quantity,unit,notes
kung_pao_chicken,PROD_chicken_breast,0.5,kg,diced
kung_pao_chicken,PROD_chilli,6,pcs,dried
kung_pao_chicken,PROD_spring_onion,3,pcs,sliced
kung_pao_chicken,PROD_garlic,3,cloves,minced
kung_pao_chicken,PROD_ginger,1,cm,minced
kung_pao_chicken,PROD_soy_sauce,2,tbsp,
kung_pao_chicken,PROD_vegetable_oil,2,tbsp,
mapo_tofu,PROD_firm_tofu,0.4,kg,cubed
mapo_tofu,PROD_pork_mince,0.15,kg,
mapo_tofu,PROD_garlic,3,cloves,minced
mapo_tofu,PROD_ginger,1,cm,minced
mapo_tofu,PROD_spring_onion,2,pcs,sliced
mapo_tofu,PROD_soy_sauce,1,tbsp,
mapo_tofu,PROD_chilli,2,pcs,
mapo_tofu,PROD_vegetable_oil,2,tbsp,
sweet_and_sour_pork,PROD_pork_mince,0.4,kg,"or pork loin, cubed"
sweet_and_sour_pork,PROD_red_capsicum,1,pcs,chunks
sweet_and_sour_pork,PROD_brown_onion,1,pcs,chunks
sweet_and_sour_pork,PROD_tomato_paste,2,tbsp,
sweet_and_sour_pork,PROD_white_sugar,3,tbsp,
sweet_and_sour_pork,PROD_plain_flour,0.1,kg,for batter
sweet_and_sour_pork,PROD_eggs,1,pcs,for batter
sweet_and_sour_pork,PROD_vegetable_oil,0.5,L,for frying
char_siu_bbq_pork,PROD_pork_mince,0.6,kg,or pork shoulder
char_siu_bbq_pork,PROD_soy_sauce,3,tbsp,
char_siu_bbq_pork,PROD_brown_sugar,3,tbsp,
char_siu_bbq_pork,PROD_garlic,3,cloves,minced
char_siu_bbq_pork,PROD_ginger,2,cm,grated
char_siu_bbq_pork,PROD_sesame_oil,1,tbsp,
dan_dan_noodles,PROD_egg_noodles,0.4,kg,
dan_dan_noodles,PROD_pork_mince,0.2,kg,
dan_dan_noodles,PROD_soy_sauce,3,tbsp,
dan_dan_noodles,PROD_sesame_oil,1,tbsp,
dan_dan_noodles,PROD_chilli,3,pcs,
dan_dan_noodles,PROD_spring_onion,3,pcs,sliced
dan_dan_noodles,PROD_garlic,2,cloves,minced
steamed_dumplings_jiaozi,PROD_pork_mince,0.3,kg,
steamed_dumplings_jiaozi,PROD_plain_flour,0.3,kg,for wrappers
steamed_dumplings_jiaozi,PROD_spring_onion,4,pcs,finely chopped
steamed_dumplings_jiaozi,PROD_ginger,2,cm,grated
steamed_dumplings_jiaozi,PROD_soy_sauce,2,tbsp,
steamed_dumplings_jiaozi,PROD_sesame_oil,1,tsp,
peking_duck,PROD_chicken_thigh,1,kg,sub for duck
peking_duck,PROD_brown_sugar,2,tbsp,for glaze
peking_duck,PROD_soy_sauce,3,tbsp,
peking_duck,PROD_spring_onion,4,pcs,
peking_duck,PROD_plain_flour,0.2,kg,for pancakes
peking_duck,PROD_ginger,2,cm,
xiao_long_bao_soup_dumplings,PROD_pork_mince,0.3,kg,
xiao_long_bao_soup_dumplings,PROD_plain_flour,0.3,kg,for wrappers
xiao_long_bao_soup_dumplings,PROD_chicken_stock,0.3,L,for aspic
xiao_long_bao_soup_dumplings,PROD_ginger,2,cm,grated
xiao_long_bao_soup_dumplings,PROD_spring_onion,3,pcs,
xiao_long_bao_soup_dumplings,PROD_soy_sauce,1,tbsp,
handpulled_noodles_la_mian,PROD_plain_flour,0.5,kg,high gluten
handpulled_noodles_la_mian,PROD_salt,1,tsp,
handpulled_noodles_la_mian,PROD_vegetable_oil,1,tbsp,
crispy_skin_pork_belly,PROD_pork_mince,1,kg,or pork belly
crispy_skin_pork_belly,PROD_salt,2,tbsp,
crispy_skin_pork_belly,PROD_white_sugar,1,tbsp,
crispy_skin_pork_belly,PROD_soy_sauce,2,tbsp,
crispy_skin_pork_belly,PROD_garlic,3,cloves,
general_tsos_chicken,PROD_chicken_breast,0.5,kg,cubed
general_tsos_chicken,PROD_plain_flour,0.1,kg,for coating
general_tsos_chicken,PROD_eggs,1,pcs,for batter
general_tsos_chicken,PROD_soy_sauce,3,tbsp,
general_tsos_chicken,PROD_brown_sugar,2,tbsp,
general_tsos_chicken,PROD_chilli,4,pcs,dried
general_tsos_chicken,PROD_garlic,3,cloves,
general_tsos_chicken,PROD_vegetable_oil,0.5,L,for frying
cantonese_steamed_fish,PROD_salmon_fillet,0.4,kg,or whole white fish
cantonese_steamed_fish,PROD_ginger,3,cm,julienned
cantonese_steamed_fish,PROD_spring_onion,3,pcs,shredded
cantonese_steamed_fish,PROD_soy_sauce,3,tbsp,
cantonese_steamed_fish,PROD_sesame_oil,1,tsp,
cantonese_steamed_fish,PROD_vegetable_oil,2,tbsp,for finishing
japanese_white_rice_gohan,PROD_jasmine_rice,0.4,kg,short grain preferred
miso_soup,PROD_firm_tofu,0.15,kg,cubed
miso_soup,PROD_spring_onion,2,pcs,sliced
miso_soup,PROD_chicken_stock,0.75,L,sub for dashi
tamagoyaki_rolled_omelette,PROD_eggs,4,pcs,
tamagoyaki_rolled_omelette,PROD_white_sugar,1,tsp,
tamagoyaki_rolled_omelette,PROD_soy_sauce,1,tsp,
tamagoyaki_rolled_omelette,PROD_vegetable_oil,1,tbsp,
onigiri_rice_balls,PROD_jasmine_rice,0.3,kg,"short grain, cooked"
onigiri_rice_balls,PROD_salt,0.5,tsp,
onigiri_rice_balls,PROD_salmon_fillet,0.1,kg,"cooked, flaked"
edamame_with_salt,PROD_salt,1,tsp,
teriyaki_chicken,PROD_chicken_thigh,0.5,kg,
teriyaki_chicken,PROD_soy_sauce,3,tbsp,
teriyaki_chicken,PROD_brown_sugar,2,tbsp,
teriyaki_chicken,PROD_ginger,1,cm,grated
teriyaki_chicken,PROD_garlic,2,cloves,
teriyaki_chicken,PROD_vegetable_oil,1,tbsp,
tonkatsu_pork_cutlet,PROD_pork_mince,0.4,kg,or pork loin
tonkatsu_pork_cutlet,PROD_plain_flour,0.05,kg,
tonkatsu_pork_cutlet,PROD_eggs,2,pcs,beaten
tonkatsu_pork_cutlet,PROD_bread,0.1,kg,for panko crumbs
tonkatsu_pork_cutlet,PROD_vegetable_oil,0.5,L,for frying
vegetable_tempura,PROD_broccoli,0.15,kg,florets
vegetable_tempura,PROD_sweet_potato,1,pcs,sliced
vegetable_tempura,PROD_red_capsicum,1,pcs,sliced
vegetable_tempura,PROD_plain_flour,0.15,kg,for batter
vegetable_tempura,PROD_eggs,1,pcs,
vegetable_tempura,PROD_vegetable_oil,0.5,L,for frying
shoyu_ramen,PROD_egg_noodles,0.4,kg,ramen noodles
shoyu_ramen,PROD_chicken_stock,1,L,
shoyu_ramen,PROD_soy_sauce,3,tbsp,
shoyu_ramen,PROD_eggs,2,pcs,soft-boiled
shoyu_ramen,PROD_spring_onion,3,pcs,sliced
shoyu_ramen,PROD_pork_mince,0.2,kg,for chashu
shoyu_ramen,PROD_garlic,2,cloves,
shoyu_ramen,PROD_ginger,2,cm,
gyoza_panfried_dumplings,PROD_pork_mince,0.25,kg,
gyoza_panfried_dumplings,PROD_plain_flour,0.2,kg,for wrappers
gyoza_panfried_dumplings,PROD_spring_onion,3,pcs,chopped
gyoza_panfried_dumplings,PROD_garlic,2,cloves,minced
gyoza_panfried_dumplings,PROD_ginger,1,cm,grated
gyoza_panfried_dumplings,PROD_soy_sauce,2,tbsp,
gyoza_panfried_dumplings,PROD_sesame_oil,1,tsp,
gyoza_panfried_dumplings,PROD_vegetable_oil,2,tbsp,
katsu_curry,PROD_chicken_breast,0.4,kg,
katsu_curry,PROD_plain_flour,0.05,kg,
katsu_curry,PROD_eggs,2,pcs,
katsu_curry,PROD_bread,0.1,kg,for panko
katsu_curry,PROD_brown_onion,1,pcs,diced
katsu_curry,PROD_carrot,1,pcs,diced
katsu_curry,PROD_potato,1,pcs,diced
katsu_curry,PROD_curry_powder,2,tbsp,
katsu_curry,PROD_chicken_stock,0.5,L,
katsu_curry,PROD_vegetable_oil,0.5,L,for frying
yakitori,PROD_chicken_thigh,0.5,kg,cubed
yakitori,PROD_spring_onion,4,pcs,cut into segments
yakitori,PROD_soy_sauce,3,tbsp,
yakitori,PROD_brown_sugar,2,tbsp,
yakitori,PROD_garlic,2,cloves,
nigiri_sushi,PROD_jasmine_rice,0.3,kg,sushi rice
nigiri_sushi,PROD_salmon_fillet,0.3,kg,sashimi grade
nigiri_sushi,PROD_soy_sauce,2,tbsp,for serving
tonkotsu_ramen,PROD_egg_noodles,0.4,kg,ramen noodles
tonkotsu_ramen,PROD_pork_mince,0.3,kg,for broth and chashu
tonkotsu_ramen,PROD_chicken_stock,1,L,sub for pork bone broth
tonkotsu_ramen,PROD_eggs,2,pcs,soft-boiled
tonkotsu_ramen,PROD_spring_onion,3,pcs,
tonkotsu_ramen,PROD_garlic,4,cloves,
tonkotsu_ramen,PROD_ginger,3,cm,
tonkotsu_ramen,PROD_soy_sauce,2,tbsp,
tonkotsu_ramen,PROD_sesame_oil,1,tbsp,
sashimi_platter,PROD_salmon_fillet,0.4,kg,sashimi grade
sashimi_platter,PROD_soy_sauce,2,tbsp,for serving
sashimi_platter,PROD_ginger,2,cm,pickled
okonomiyaki,PROD_plain_flour,0.15,kg,
okonomiyaki,PROD_eggs,3,pcs,
okonomiyaki,PROD_carrot,1,pcs,shredded
okonomiyaki,PROD_spring_onion,3,pcs,sliced
okonomiyaki,PROD_pork_mince,0.15,kg,or bacon
okonomiyaki,PROD_vegetable_oil,2,tbsp,
chawanmushi_steamed_egg_custard,PROD_eggs,3,pcs,
chawanmushi_steamed_egg_custard,PROD_chicken_stock,0.4,L,sub for dashi
chawanmushi_steamed_egg_custard,PROD_chicken_breast,0.1,kg,small pieces
chawanmushi_steamed_egg_custard,PROD_prawns,0.1,kg,
chawanmushi_steamed_egg_custard,PROD_soy_sauce,1,tsp,
kakiage_mixed_vegetable_tempura,PROD_sweet_potato,1,pcs,julienned
kakiage_mixed_vegetable_tempura,PROD_carrot,1,pcs,julienned
kakiage_mixed_vegetable_tempura,PROD_spring_onion,3,pcs,sliced
kakiage_mixed_vegetable_tempura,PROD_plain_flour,0.15,kg,for batter
kakiage_mixed_vegetable_tempura,PROD_eggs,1,pcs,
kakiage_mixed_vegetable_tempura,PROD_vegetable_oil,0.5,L,for frying
aglio_e_olio,PROD_spaghetti,0.4,kg,
aglio_e_olio,PROD_garlic,6,cloves,sliced
aglio_e_olio,PROD_chilli,2,pcs,dried flakes
aglio_e_olio,PROD_olive_oil,4,tbsp,extra virgin
pomodoro_sauce_with_spaghetti,PROD_spaghetti,0.4,kg,
pomodoro_sauce_with_spaghetti,PROD_canned_tomatoes,0.4,kg,
pomodoro_sauce_with_spaghetti,PROD_garlic,3,cloves,minced
pomodoro_sauce_with_spaghetti,PROD_olive_oil,2,tbsp,
pomodoro_sauce_with_spaghetti,PROD_salt,1,tsp,
bruschetta,PROD_bread,0.2,kg,ciabatta or sourdough
bruschetta,PROD_tomato,4,pcs,diced
bruschetta,PROD_garlic,2,cloves,
bruschetta,PROD_olive_oil,2,tbsp,
bruschetta,PROD_salt,0.5,tsp,
caprese_salad,PROD_tomato,3,pcs,sliced
caprese_salad,PROD_cheddar_cheese,0.2,kg,sub for mozzarella
caprese_salad,PROD_olive_oil,2,tbsp,
caprese_salad,PROD_salt,0.5,tsp,
penne_arrabbiata,PROD_penne,0.4,kg,
penne_arrabbiata,PROD_canned_tomatoes,0.4,kg,
penne_arrabbiata,PROD_garlic,4,cloves,sliced
penne_arrabbiata,PROD_chilli,3,pcs,dried
penne_arrabbiata,PROD_olive_oil,3,tbsp,
minestrone_soup,PROD_carrot,2,pcs,diced
minestrone_soup,PROD_potato,1,pcs,diced
minestrone_soup,PROD_zucchini,1,pcs,diced
minestrone_soup,PROD_canned_tomatoes,0.4,kg,
minestrone_soup,PROD_brown_onion,1,pcs,diced
minestrone_soup,PROD_garlic,2,cloves,
minestrone_soup,PROD_chicken_stock,1,L,
minestrone_soup,PROD_olive_oil,2,tbsp,
minestrone_soup,PROD_penne,0.1,kg,small pasta
carbonara,PROD_spaghetti,0.4,kg,
carbonara,PROD_eggs,4,pcs,yolks + whole
carbonara,PROD_cheddar_cheese,0.1,kg,sub for pecorino/parmesan
carbonara,PROD_pepper,1,tsp,freshly cracked
risotto_alla_milanese,PROD_white_rice,0.3,kg,arborio
risotto_alla_milanese,PROD_brown_onion,1,pcs,finely diced
risotto_alla_milanese,PROD_butter,0.05,kg,
risotto_alla_milanese,PROD_chicken_stock,1,L,warm
risotto_alla_milanese,PROD_cheddar_cheese,0.05,kg,sub for parmesan
risotto_alla_milanese,PROD_turmeric,0.5,tsp,sub for saffron
fresh_egg_pasta,PROD_plain_flour,0.4,kg,tipo 00 preferred
fresh_egg_pasta,PROD_eggs,4,pcs,
fresh_egg_pasta,PROD_olive_oil,1,tbsp,
fresh_egg_pasta,PROD_salt,0.5,tsp,
bolognese_ragu_alla_bolognese,PROD_beef_mince,0.5,kg,
bolognese_ragu_alla_bolognese,PROD_canned_tomatoes,0.4,kg,
bolognese_ragu_alla_bolognese,PROD_brown_onion,1,pcs,diced
bolognese_ragu_alla_bolognese,PROD_carrot,1,pcs,diced
bolognese_ragu_alla_bolognese,PROD_garlic,3,cloves,
bolognese_ragu_alla_bolognese,PROD_tomato_paste,2,tbsp,
bolognese_ragu_alla_bolognese,PROD_olive_oil,2,tbsp,
bolognese_ragu_alla_bolognese,PROD_spaghetti,0.4,kg,
chicken_parmigiana,PROD_chicken_breast,0.5,kg,butterflied
chicken_parmigiana,PROD_canned_tomatoes,0.3,kg,for sauce
chicken_parmigiana,PROD_cheddar_cheese,0.15,kg,sub for mozzarella
chicken_parmigiana,PROD_plain_flour,0.05,kg,
chicken_parmigiana,PROD_eggs,2,pcs,
chicken_parmigiana,PROD_bread,0.1,kg,for breadcrumbs
chicken_parmigiana,PROD_olive_oil,3,tbsp,
gnocchi_with_sage_butter,PROD_potato,1,kg,
gnocchi_with_sage_butter,PROD_plain_flour,0.2,kg,
gnocchi_with_sage_butter,PROD_eggs,1,pcs,
gnocchi_with_sage_butter,PROD_butter,0.08,kg,
gnocchi_with_sage_butter,PROD_salt,1,tsp,
ravioli_with_ricotta_and_spinach,PROD_plain_flour,0.4,kg,for pasta
ravioli_with_ricotta_and_spinach,PROD_eggs,4,pcs,
ravioli_with_ricotta_and_spinach,PROD_spinach,0.3,kg,
ravioli_with_ricotta_and_spinach,PROD_cheddar_cheese,0.2,kg,sub for ricotta
ravioli_with_ricotta_and_spinach,PROD_cream,0.05,L,
ravioli_with_ricotta_and_spinach,PROD_butter,0.05,kg,
osso_buco,PROD_beef_mince,0.6,kg,sub for veal shanks
osso_buco,PROD_brown_onion,1,pcs,diced
osso_buco,PROD_carrot,2,pcs,diced
osso_buco,PROD_canned_tomatoes,0.4,kg,
osso_buco,PROD_chicken_stock,0.5,L,
osso_buco,PROD_garlic,3,cloves,
osso_buco,PROD_olive_oil,3,tbsp,
osso_buco,PROD_lemon,1,pcs,for gremolata
cacio_e_pepe,PROD_spaghetti,0.4,kg,
cacio_e_pepe,PROD_cheddar_cheese,0.15,kg,sub for pecorino
cacio_e_pepe,PROD_pepper,2,tsp,freshly cracked
lasagna,PROD_dried_pasta,0.3,kg,lasagna sheets
lasagna,PROD_beef_mince,0.5,kg,
lasagna,PROD_canned_tomatoes,0.4,kg,
lasagna,PROD_cheddar_cheese,0.2,kg,
lasagna,PROD_butter,0.05,kg,for bechamel
lasagna,PROD_plain_flour,0.03,kg,for bechamel
lasagna,PROD_milk,0.5,L,for bechamel
lasagna,PROD_brown_onion,1,pcs,
lasagna,PROD_garlic,3,cloves,
tiramisu,PROD_eggs,4,pcs,separated
tiramisu,PROD_cream,0.25,L,sub for mascarpone
tiramisu,PROD_white_sugar,0.1,kg,
tiramisu,PROD_plain_flour,0.1,kg,for ladyfingers sub
saltimbocca_alla_romana,PROD_chicken_breast,0.5,kg,sub for veal
saltimbocca_alla_romana,PROD_butter,0.04,kg,
saltimbocca_alla_romana,PROD_plain_flour,0.03,kg,for dredging
saltimbocca_alla_romana,PROD_chicken_stock,0.1,L,for deglazing
saltimbocca_alla_romana,PROD_olive_oil,1,tbsp,
pad_thai,PROD_rice_noodles,0.3,kg,flat
pad_thai,PROD_prawns,0.2,kg,or chicken
pad_thai,PROD_eggs,2,pcs,
pad_thai,PROD_fish_sauce,2,tbsp,
pad_thai,PROD_brown_sugar,2,tbsp,sub for palm sugar
pad_thai,PROD_lime,1,pcs,
pad_thai,PROD_spring_onion,3,pcs,
pad_thai,PROD_vegetable_oil,2,tbsp,
thai_fried_rice_khao_pad,PROD_jasmine_rice,0.3,kg,"cooked, day-old"
thai_fried_rice_khao_pad,PROD_eggs,2,pcs,
thai_fried_rice_khao_pad,PROD_fish_sauce,2,tbsp,
thai_fried_rice_khao_pad,PROD_garlic,3,cloves,
thai_fried_rice_khao_pad,PROD_brown_onion,0.5,pcs,diced
thai_fried_rice_khao_pad,PROD_spring_onion,2,pcs,
thai_fried_rice_khao_pad,PROD_lime,1,pcs,
thai_fried_rice_khao_pad,PROD_vegetable_oil,2,tbsp,
tom_yum_soup,PROD_prawns,0.2,kg,
tom_yum_soup,PROD_mushrooms,0.15,kg,
tom_yum_soup,PROD_chicken_stock,0.75,L,
tom_yum_soup,PROD_fish_sauce,2,tbsp,
tom_yum_soup,PROD_lime,2,pcs,juiced
tom_yum_soup,PROD_chilli,3,pcs,
tom_yum_soup,PROD_ginger,2,cm,sub for galangal
thai_omelette_khai_jiao,PROD_eggs,3,pcs,
thai_omelette_khai_jiao,PROD_fish_sauce,1,tbsp,
thai_omelette_khai_jiao,PROD_vegetable_oil,3,tbsp,for frying
thai_omelette_khai_jiao,PROD_spring_onion,1,pcs,
green_papaya_salad_som_tum,PROD_carrot,1,pcs,"shredded, sub for green papaya"
green_papaya_salad_som_tum,PROD_tomato,2,pcs,quartered
green_papaya_salad_som_tum,PROD_lime,2,pcs,juiced
green_papaya_salad_som_tum,PROD_fish_sauce,2,tbsp,
green_papaya_salad_som_tum,PROD_chilli,2,pcs,
green_papaya_salad_som_tum,PROD_brown_sugar,1,tbsp,
stirfried_basil_chicken_pad_krapao,PROD_chicken_breast,0.4,kg,minced or diced
stirfried_basil_chicken_pad_krapao,PROD_garlic,4,cloves,minced
stirfried_basil_chicken_pad_krapao,PROD_chilli,3,pcs,sliced
stirfried_basil_chicken_pad_krapao,PROD_fish_sauce,2,tbsp,
stirfried_basil_chicken_pad_krapao,PROD_soy_sauce,1,tbsp,
stirfried_basil_chicken_pad_krapao,PROD_brown_sugar,1,tsp,
stirfried_basil_chicken_pad_krapao,PROD_vegetable_oil,2,tbsp,
green_curry_gaeng_keow_wan,PROD_chicken_thigh,0.4,kg,sliced
green_curry_gaeng_keow_wan,PROD_coconut_milk,0.4,L,
green_curry_gaeng_keow_wan,PROD_fish_sauce,2,tbsp,
green_curry_gaeng_keow_wan,PROD_brown_sugar,1,tbsp,
green_curry_gaeng_keow_wan,PROD_red_capsicum,1,pcs,sliced
green_curry_gaeng_keow_wan,PROD_broccoli,0.15,kg,sub for thai eggplant
green_curry_gaeng_keow_wan,PROD_chilli,3,pcs,green
green_curry_gaeng_keow_wan,PROD_garlic,3,cloves,
green_curry_gaeng_keow_wan,PROD_ginger,2,cm,sub for galangal
massaman_curry,PROD_chicken_thigh,0.5,kg,cubed
massaman_curry,PROD_coconut_milk,0.4,L,
massaman_curry,PROD_potato,2,pcs,cubed
massaman_curry,PROD_brown_onion,1,pcs,quartered
massaman_curry,PROD_fish_sauce,2,tbsp,
massaman_curry,PROD_brown_sugar,2,tbsp,
massaman_curry,PROD_curry_powder,2,tbsp,sub for massaman paste
massaman_curry,PROD_cumin,1,tsp,
massaman_curry,PROD_coriander_ground,1,tsp,
tom_kha_gai,PROD_chicken_breast,0.3,kg,sliced
tom_kha_gai,PROD_coconut_milk,0.4,L,
tom_kha_gai,PROD_mushrooms,0.15,kg,sliced
tom_kha_gai,PROD_fish_sauce,2,tbsp,
tom_kha_gai,PROD_lime,2,pcs,juiced
tom_kha_gai,PROD_ginger,3,cm,sub for galangal
tom_kha_gai,PROD_chilli,2,pcs,
tom_kha_gai,PROD_chicken_stock,0.3,L,
larb_thai_minced_meat_salad,PROD_pork_mince,0.4,kg,or chicken mince
larb_thai_minced_meat_salad,PROD_lime,2,pcs,juiced
larb_thai_minced_meat_salad,PROD_fish_sauce,2,tbsp,
larb_thai_minced_meat_salad,PROD_chilli,2,pcs,
larb_thai_minced_meat_salad,PROD_spring_onion,3,pcs,sliced
larb_thai_minced_meat_salad,PROD_jasmine_rice,0.03,kg,"toasted, ground"
satay_chicken_with_peanut_sauce,PROD_chicken_breast,0.5,kg,skewered
satay_chicken_with_peanut_sauce,PROD_coconut_milk,0.2,L,
satay_chicken_with_peanut_sauce,PROD_curry_powder,1,tbsp,
satay_chicken_with_peanut_sauce,PROD_turmeric,1,tsp,
satay_chicken_with_peanut_sauce,PROD_fish_sauce,1,tbsp,
satay_chicken_with_peanut_sauce,PROD_brown_sugar,2,tbsp,
satay_chicken_with_peanut_sauce,PROD_garlic,2,cloves,
satay_chicken_with_peanut_sauce,PROD_vegetable_oil,1,tbsp,
pad_see_ew,PROD_rice_noodles,0.3,kg,wide flat
pad_see_ew,PROD_chicken_breast,0.3,kg,sliced
pad_see_ew,PROD_broccoli,0.2,kg,sub for chinese broccoli
pad_see_ew,PROD_eggs,2,pcs,
pad_see_ew,PROD_soy_sauce,3,tbsp,
pad_see_ew,PROD_oyster_sauce,1,tbsp,
pad_see_ew,PROD_garlic,3,cloves,
pad_see_ew,PROD_vegetable_oil,2,tbsp,
red_curry_duck,PROD_chicken_thigh,0.5,kg,sub for duck
red_curry_duck,PROD_coconut_milk,0.4,L,
red_curry_duck,PROD_red_capsicum,1,pcs,sliced
red_curry_duck,PROD_chilli,4,pcs,"red, for paste"
red_curry_duck,PROD_fish_sauce,2,tbsp,
red_curry_duck,PROD_brown_sugar,1,tbsp,
red_curry_duck,PROD_garlic,3,cloves,
red_curry_duck,PROD_ginger,2,cm,
crying_tiger_suea_rong_hai,PROD_beef_mince,0.5,kg,sub for steak
crying_tiger_suea_rong_hai,PROD_lime,2,pcs,
crying_tiger_suea_rong_hai,PROD_fish_sauce,2,tbsp,
crying_tiger_suea_rong_hai,PROD_chilli,3,pcs,
crying_tiger_suea_rong_hai,PROD_jasmine_rice,0.03,kg,"toasted, ground"
crying_tiger_suea_rong_hai,PROD_spring_onion,2,pcs,
khao_soi_northern_thai_curry_noodles,PROD_egg_noodles,0.4,kg,
khao_soi_northern_thai_curry_noodles,PROD_chicken_thigh,0.4,kg,
khao_soi_northern_thai_curry_noodles,PROD_coconut_milk,0.4,L,
khao_soi_northern_thai_curry_noodles,PROD_curry_powder,2,tbsp,
khao_soi_northern_thai_curry_noodles,PROD_fish_sauce,2,tbsp,
khao_soi_northern_thai_curry_noodles,PROD_brown_sugar,1,tbsp,
khao_soi_northern_thai_curry_noodles,PROD_lime,1,pcs,
khao_soi_northern_thai_curry_noodles,PROD_chilli,2,pcs,
khao_soi_northern_thai_curry_noodles,PROD_vegetable_oil,0.3,L,for crispy noodles
whole_fried_fish_with_threeflavor_sauce,PROD_salmon_fillet,0.5,kg,whole fish preferred
whole_fried_fish_with_threeflavor_sauce,PROD_garlic,4,cloves,
whole_fried_fish_with_threeflavor_sauce,PROD_chilli,4,pcs,
whole_fried_fish_with_threeflavor_sauce,PROD_fish_sauce,3,tbsp,
whole_fried_fish_with_threeflavor_sauce,PROD_brown_sugar,3,tbsp,
whole_fried_fish_with_threeflavor_sauce,PROD_lime,1,pcs,
whole_fried_fish_with_threeflavor_sauce,PROD_vegetable_oil,0.5,L,for frying
mango_sticky_rice_khao_niao_mamuang,PROD_jasmine_rice,0.3,kg,glutinous/sticky
mango_sticky_rice_khao_niao_mamuang,PROD_coconut_milk,0.3,L,
mango_sticky_rice_khao_niao_mamuang,PROD_white_sugar,0.05,kg,
mango_sticky_rice_khao_niao_mamuang,PROD_salt,0.5,tsp,
panang_curry,PROD_chicken_breast,0.4,kg,sliced
panang_curry,PROD_coconut_cream,0.3,L,
panang_curry,PROD_coconut_milk,0.2,L,
panang_curry,PROD_fish_sauce,2,tbsp,
panang_curry,PROD_brown_sugar,1,tbsp,
panang_curry,PROD_chilli,3,pcs,"red, dried"
panang_curry,PROD_garlic,3,cloves,
panang_curry,PROD_red_capsicum,1,pcs,sliced
jeera_rice_cumin_rice,PROD_basmati_rice,0.3,kg,
jeera_rice_cumin_rice,PROD_cumin,1,tbsp,whole seeds
jeera_rice_cumin_rice,PROD_butter,0.02,kg,or ghee
jeera_rice_cumin_rice,PROD_salt,1,tsp,
dal_tadka_tempered_lentils,PROD_brown_sugar,0.3,kg,sub for red lentils
dal_tadka_tempered_lentils,PROD_turmeric,0.5,tsp,
dal_tadka_tempered_lentils,PROD_cumin,1,tsp,seeds
dal_tadka_tempered_lentils,PROD_garlic,3,cloves,
dal_tadka_tempered_lentils,PROD_ginger,2,cm,
dal_tadka_tempered_lentils,PROD_brown_onion,1,pcs,diced
dal_tadka_tempered_lentils,PROD_tomato,1,pcs,diced
dal_tadka_tempered_lentils,PROD_vegetable_oil,2,tbsp,or ghee
aloo_gobi_potato_and_cauliflower,PROD_potato,3,pcs,cubed
aloo_gobi_potato_and_cauliflower,PROD_broccoli,0.3,kg,sub for cauliflower
aloo_gobi_potato_and_cauliflower,PROD_brown_onion,1,pcs,diced
aloo_gobi_potato_and_cauliflower,PROD_turmeric,0.5,tsp,
aloo_gobi_potato_and_cauliflower,PROD_cumin,1,tsp,
aloo_gobi_potato_and_cauliflower,PROD_coriander_ground,1,tsp,
aloo_gobi_potato_and_cauliflower,PROD_chilli,1,pcs,
aloo_gobi_potato_and_cauliflower,PROD_vegetable_oil,2,tbsp,
