id,name,cuisine,difficulty,tier,prep_time,cook_time,servings,techniques_taught,key_learnings,builds_on,macros_per_serving,instructions,video_url,video_timestamps,source,created_at
katsu_curry,Katsu Curry,japanese,3,intermediate,18,27,4,deep_frying|sauce_making,Japanese curry roux and component assembly,Tonkatsu (Pork Cutlet),"{""calories"": 550, ""protein"": 30, ""carbs"": 55, ""fat"": 22}",[],,,skill_tree,2026-03-05T13:12:51.811283
yakitori,Yakitori,japanese,3,intermediate,16,24,4,grilling|sauce_making,Tare basting and charcoal grilling control,Teriyaki Chicken,"{""calories"": 250, ""protein"": 28, ""carbs"": 8, ""fat"": 12}",[],,,skill_tree,2026-03-05T13:12:51.811283
nigiri_sushi,Nigiri Sushi,japanese,5,advanced,24,36,4,knife_skills,Fish slicing at precise angles and shari forming,Japanese White Rice (Gohan),"{""calories"": 200, ""protein"": 15, ""carbs"": 28, ""fat"": 4}",[],,,skill_tree,2026-03-05T13:12:51.811283
tonkotsu_ramen,Tonkotsu Ramen,japanese,5,advanced,432,648,4,simmering,18-hour pork bone broth emulsification,Shoyu Ramen,"{""calories"": 600, ""protein"": 30, ""carbs"": 55, ""fat"": 28}",[],,,skill_tree,2026-03-05T13:12:51.811283
sashimi_platter,Sashimi Platter,japanese,5,advanced,12,18,4,knife_skills,Single-stroke fish cutting and presentation,Nigiri Sushi,"{""calories"": 180, ""protein"": 30, ""carbs"": 0, ""fat"": 6}",[],,,skill_tree,2026-03-05T13:12:51.811283
okonomiyaki,Okonomiyaki,japanese,4,advanced,14,21,4,sauteing|sauce_making,Batter consistency and griddle temperature control,Tamagoyaki (Rolled Omelette),"{""calories"": 400, ""protein"": 18, ""carbs"": 42, ""fat"": 16}",[],,,skill_tree,2026-03-05T13:12:51.811283
chawanmushi_steamed_egg_custard,Chawanmushi (Steamed Egg Custard),japanese,4,advanced,16,24,4,steaming,Silky egg custard steaming and dashi ratio,Miso Soup,"{""calories"": 100, ""protein"": 8, ""carbs"": 3, ""fat"": 6}",[],,,skill_tree,2026-03-05T13:12:51.811283
kakiage_mixed_vegetable_tempura,Kakiage (Mixed Vegetable Tempura),japanese,4,advanced,14,21,4,deep_frying|knife_skills,Julienne precision and cluster frying,Vegetable Tempura,"{""calories"": 320, ""protein"": 7, ""carbs"": 32, ""fat"": 18}",[],,,skill_tree,2026-03-05T13:12:51.811283
aglio_e_olio,Aglio e Olio,italian,1,beginner,6,9,4,sauteing|emulsification,Garlic toasting without burning and pasta water emulsion,,"{""calories"": 420, ""protein"": 12, ""carbs"": 55, ""fat"": 18}",[],,,skill_tree,2026-03-05T13:12:51.811283
pomodoro_sauce_with_spaghetti,Pomodoro Sauce with Spaghetti,italian,1,beginner,10,15,4,sauce_making,Building tomato sauce from canned tomatoes,,"{""calories"": 380, ""protein"": 12, ""carbs"": 60, ""fat"": 10}",[],,,skill_tree,2026-03-05T13:12:51.811283
bruschetta,Bruschetta,italian,1,beginner,6,9,4,knife_skills|roasting,Bread toasting and fresh tomato concasse,,"{""calories"": 180, ""protein"": 5, ""carbs"": 22, ""fat"": 8}",[],,,skill_tree,2026-03-05T13:12:51.811283
caprese_salad,Caprese Salad,italian,1,beginner,5,5,4,knife_skills,Ingredient quality and simple assembly,,"{""calories"": 200, ""protein"": 12, ""carbs"": 5, ""fat"": 15}",[],,,skill_tree,2026-03-05T13:12:51.811283
penne_arrabbiata,Penne Arrabbiata,italian,2,beginner,10,15,4,sauteing|sauce_making,Chilli heat control and sauce consistency,Pomodoro Sauce with Spaghetti,"{""calories"": 400, ""protein"": 12, ""carbs"": 58, ""fat"": 12}",[],,,skill_tree,2026-03-05T13:12:51.811283
minestrone_soup,Minestrone Soup,italian,2,beginner,16,24,4,sauteing|simmering,Soffritto base and vegetable layering,,"{""calories"": 200, ""protein"": 8, ""carbs"": 30, ""fat"": 5}",[],,,skill_tree,2026-03-05T13:12:51.811283
carbonara,Carbonara,italian,3,intermediate,10,15,4,emulsification|sauce_making,Egg tempering and creating creamy sauce without cream,Aglio e Olio,"{""calories"": 500, ""protein"": 22, ""carbs"": 50, ""fat"": 24}",[],,,skill_tree,2026-03-05T13:12:51.811283
risotto_alla_milanese,Risotto alla Milanese,italian,3,intermediate,14,21,4,sauteing|reduction,"Toast, ladle, stir rhythm and mantecatura",Minestrone Soup,"{""calories"": 380, ""protein"": 10, ""carbs"": 55, ""fat"": 12}",[],,,skill_tree,2026-03-05T13:12:51.811283
fresh_egg_pasta,Fresh Egg Pasta,italian,3,intermediate,24,36,4,dough_making,"Dough hydration, kneading, and rolling to correct thickness",,"{""calories"": 300, ""protein"": 10, ""carbs"": 50, ""fat"": 6}",[],,,skill_tree,2026-03-05T13:12:51.811283
bolognese_ragu_alla_bolognese,Bolognese (Ragu alla Bolognese),italian,3,intermediate,72,108,4,braising|sauce_making,Long slow cook and layering of mince browning,Pomodoro Sauce with Spaghetti,"{""calories"": 450, ""protein"": 28, ""carbs"": 40, ""fat"": 18}",[],,,skill_tree,2026-03-05T13:12:51.811283
chicken_parmigiana,Chicken Parmigiana,italian,3,intermediate,16,24,4,deep_frying|roasting,Crumb coating and cheese melting under grill,Penne Arrabbiata,"{""calories"": 520, ""protein"": 35, ""carbs"": 30, ""fat"": 28}",[],,,skill_tree,2026-03-05T13:12:51.811283
gnocchi_with_sage_butter,Gnocchi with Sage Butter,italian,4,intermediate,20,30,4,dough_making|sauteing,Potato gnocchi lightness and brown butter technique,Fresh Egg Pasta,"{""calories"": 380, ""protein"": 8, ""carbs"": 50, ""fat"": 16}",[],,,skill_tree,2026-03-05T13:12:51.811283
ravioli_with_ricotta_and_spinach,Ravioli with Ricotta and Spinach,italian,5,advanced,36,54,4,dough_making|knife_skills,"Thin pasta sheets, filling, and sealing without air pockets",Fresh Egg Pasta,"{""calories"": 400, ""protein"": 18, ""carbs"": 42, ""fat"": 18}",[],,,skill_tree,2026-03-05T13:12:51.811283
osso_buco,Osso Buco,italian,5,advanced,72,108,4,braising|searing,Braising veal shanks and gremolata preparation,Bolognese (Ragu alla Bolognese),"{""calories"": 450, ""protein"": 38, ""carbs"": 15, ""fat"": 25}",[],,,skill_tree,2026-03-05T13:12:51.811283
cacio_e_pepe,Cacio e Pepe,italian,4,advanced,8,12,4,emulsification,Cheese and starch water emulsion without clumping,Carbonara,"{""calories"": 480, ""protein"": 18, ""carbs"": 52, ""fat"": 22}",[],,,skill_tree,2026-03-05T13:12:51.811283
lasagna,Lasagna,italian,4,advanced,48,72,4,dough_making|sauce_making|roasting,"Bechamel, ragu layering, and baking to golden finish",Fresh Egg Pasta|Bolognese (Ragu alla Bolognese),"{""calories"": 500, ""protein"": 25, ""carbs"": 40, ""fat"": 28}",[],,,skill_tree,2026-03-05T13:12:51.811283
tiramisu,Tiramisu,italian,4,advanced,16,24,4,emulsification,Zabaglione whisking and mascarpone folding,,"{""calories"": 350, ""protein"": 8, ""carbs"": 35, ""fat"": 20}",[],,,skill_tree,2026-03-05T13:12:51.811283
saltimbocca_alla_romana,Saltimbocca alla Romana,italian,4,advanced,10,15,4,sauteing|deglazing,"Veal pounding, prosciutto layering, and pan sauce deglazing",Chicken Parmigiana,"{""calories"": 380, ""protein"": 35, ""carbs"": 5, ""fat"": 24}",[],,,skill_tree,2026-03-05T13:12:51.811283
pad_thai,Pad Thai,thai,2,beginner,10,15,4,stir_frying|sauce_making,Tamarind sauce balance and noodle wok technique,,"{""calories"": 400, ""protein"": 18, ""carbs"": 50, ""fat"": 14}",[],,,skill_tree,2026-03-05T13:12:51.811283
thai_fried_rice_khao_pad,Thai Fried Rice (Khao Pad),thai,1,beginner,6,9,4,stir_frying,Day-old rice and fish sauce seasoning,,"{""calories"": 380, ""protein"": 14, ""carbs"": 52, ""fat"": 12}",[],,,skill_tree,2026-03-05T13:12:51.811283
tom_yum_soup,Tom Yum Soup,thai,2,beginner,8,12,4,simmering|sauce_making,Aromatic bruising and hot-sour balance,,"{""calories"": 120, ""protein"": 12, ""carbs"": 8, ""fat"": 4}",[],,,skill_tree,2026-03-05T13:12:51.811283
thai_omelette_khai_jiao,Thai Omelette (Khai Jiao),thai,1,beginner,5,5,4,deep_frying,High-heat wok frying for puffy omelette,,"{""calories"": 250, ""protein"": 14, ""carbs"": 2, ""fat"": 20}",[],,,skill_tree,2026-03-05T13:12:51.811283
green_papaya_salad_som_tum,Green Papaya Salad (Som Tum),thai,2,beginner,6,9,4,knife_skills,Mortar pounding technique and flavor balance,,"{""calories"": 120, ""protein"": 4, ""carbs"": 18, ""fat"": 4}",[],,,skill_tree,2026-03-05T13:12:51.811283
stirfried_basil_chicken_pad_krapao,Stir-Fried Basil Chicken (Pad Krapao),thai,2,beginner,6,9,4,stir_frying|sauce_making,Holy basil wok frying and chilli garlic mince,Thai Fried Rice (Khao Pad),"{""calories"": 350, ""protein"": 28, ""carbs"": 15, ""fat"": 20}",[],,,skill_tree,2026-03-05T13:12:51.811283
green_curry_gaeng_keow_wan,Green Curry (Gaeng Keow Wan),thai,3,intermediate,16,24,4,curry_paste|simmering,Pounding green curry paste and cracking coconut milk,Tom Yum Soup,"{""calories"": 380, ""protein"": 22, ""carbs"": 18, ""fat"": 24}",[],,,skill_tree,2026-03-05T13:12:51.811283
massaman_curry,Massaman Curry,thai,3,intermediate,24,36,4,curry_paste|braising,Dry-roasting spices and slow braising with coconut,Green Curry (Gaeng Keow Wan),"{""calories"": 450, ""protein"": 25, ""carbs"": 30, ""fat"": 26}",[],,,skill_tree,2026-03-05T13:12:51.811283
tom_kha_gai,Tom Kha Gai,thai,3,intermediate,12,18,4,simmering|sauce_making,Coconut milk soup technique and galangal infusion,Tom Yum Soup,"{""calories"": 280, ""protein"": 20, ""carbs"": 10, ""fat"": 18}",[],,,skill_tree,2026-03-05T13:12:51.811283
larb_thai_minced_meat_salad,Larb (Thai Minced Meat Salad),thai,3,intermediate,8,12,4,stir_frying|sauce_making,Toasted rice powder and lime dressing,Stir-Fried Basil Chicken (Pad Krapao),"{""calories"": 250, ""protein"": 22, ""carbs"": 8, ""fat"": 15}",[],,,skill_tree,2026-03-05T13:12:51.811283
satay_chicken_with_peanut_sauce,Satay Chicken with Peanut Sauce,thai,3,intermediate,18,27,4,grilling|sauce_making,Turmeric marinade and peanut sauce emulsion,,"{""calories"": 380, ""protein"": 30, ""carbs"": 15, ""fat"": 22}",[],,,skill_tree,2026-03-05T13:12:51.811283
pad_see_ew,Pad See Ew,thai,3,intermediate,8,12,4,stir_frying|wok_hei,Wide noodle charring and dark soy caramelization,Pad Thai,"{""calories"": 420, ""protein"": 20, ""carbs"": 50, ""fat"": 16}",[],,,skill_tree,2026-03-05T13:12:51.811283
red_curry_duck,Red Curry Duck,thai,4,advanced,24,36,4,curry_paste|braising,Red curry paste from scratch and duck preparation,Green Curry (Gaeng Keow Wan),"{""calories"": 450, ""protein"": 25, ""carbs"": 15, ""fat"": 32}",[],,,skill_tree,2026-03-05T13:12:51.811283
crying_tiger_suea_rong_hai,Crying Tiger (Suea Rong Hai),thai,4,advanced,12,18,4,grilling|sauce_making,Steak grilling to medium-rare and jaew dipping sauce,Satay Chicken with Peanut Sauce,"{""calories"": 350, ""protein"": 35, ""carbs"": 8, ""fat"": 20}",[],,,skill_tree,2026-03-05T13:12:51.811283
khao_soi_northern_thai_curry_noodles,Khao Soi (Northern Thai Curry Noodles),thai,5,advanced,20,30,4,curry_paste|deep_frying|simmering,"Khao soi paste, crispy noodle garnish, and broth richness",Massaman Curry|Pad See Ew,"{""calories"": 500, ""protein"": 25, ""carbs"": 45, ""fat"": 26}",[],,,skill_tree,2026-03-05T13:12:51.811283
whole_fried_fish_with_threeflavor_sauce,Whole Fried Fish with Three-Flavor Sauce,thai,5,advanced,16,24,4,deep_frying|sauce_making,"Scoring and deep-frying whole fish, three-flavor sauce",Thai Omelette (Khai Jiao),"{""calories"": 380, ""protein"": 32, ""carbs"": 18, ""fat"": 20}",[],,,skill_tree,2026-03-05T13:12:51.811283
mango_sticky_rice_khao_niao_mamuang,Mango Sticky Rice (Khao Niao Mamuang),thai,3,advanced,18,27,4,steaming,Glutinous rice steaming and coconut cream sauce,,"{""calories"": 350, ""protein"": 5, ""carbs"": 65, ""fat"": 10}",[],,,skill_tree,2026-03-05T13:12:51.811283
panang_curry,Panang Curry,thai,4,advanced,16,24,4,curry_paste|sauce_making,Dry curry technique and kaffir lime leaf chiffonade,Green Curry (Gaeng Keow Wan)|Red Curry Duck,"{""calories"": 400, ""protein"": 24, ""carbs"": 15, ""fat"": 28}",[],,,skill_tree,2026-03-05T13:12:51.811283
jeera_rice_cumin_rice,Jeera Rice (Cumin Rice),indian,1,beginner,8,12,4,tempering,Tempering cumin seeds in ghee,,"{""calories"": 260, ""protein"": 5, ""carbs"": 52, ""fat"": 4}",[],,,skill_tree,2026-03-05T13:12:51.811283
dal_tadka_tempered_lentils,Dal Tadka (Tempered Lentils),indian,2,beginner,14,21,4,tempering|simmering,Lentil cooking and aromatic tadka finish,,"{""calories"": 220, ""protein"": 14, ""carbs"": 32, ""fat"": 5}",[],,,skill_tree,2026-03-05T13:12:51.811283
aloo_gobi_potato_and_cauliflower,Aloo Gobi (Potato and Cauliflower),indian,2,beginner,12,18,4,sauteing|sauce_making,Dry curry technique and spice layering,,"{""calories"": 200, ""protein"": 5, ""carbs"": 28, ""fat"": 8}",[],,,skill_tree,2026-03-05T13:12:51.811283
raita,Raita,indian,1,beginner,5,5,4,knife_skills,Yoghurt-based accompaniment and tempering for raita,,"{""calories"": 80, ""protein"": 4, ""carbs"": 6, ""fat"": 4}",[],,,skill_tree,2026-03-05T13:12:51.811283
chapati,Chapati,indian,2,beginner,12,18,4,dough_making,Unleavened dough handling and tawa cooking,,"{""calories"": 120, ""protein"": 4, ""carbs"": 22, ""fat"": 2}",[],,,skill_tree,2026-03-05T13:12:51.811283
egg_curry,Egg Curry,indian,2,beginner,12,18,4,sauce_making|simmering,Onion-tomato masala base and egg cooking,Dal Tadka (Tempered Lentils),"{""calories"": 280, ""protein"": 16, ""carbs"": 15, ""fat"": 18}",[],,,skill_tree,2026-03-05T13:12:51.811283
butter_chicken_murgh_makhani,Butter Chicken (Murgh Makhani),indian,3,intermediate,24,36,4,grilling|sauce_making,"Yoghurt marinade, tandoori char, and makhani sauce",Egg Curry,"{""calories"": 400, ""protein"": 30, ""carbs"": 15, ""fat"": 24}",[],,,skill_tree,2026-03-05T13:12:51.811283
chana_masala,Chana Masala,indian,3,intermediate,16,24,4,tempering|sauce_making,Complex spice sequencing and chickpea preparation,Dal Tadka (Tempered Lentils),"{""calories"": 280, ""protein"": 12, ""carbs"": 38, ""fat"": 8}",[],,,skill_tree,2026-03-05T13:12:51.811283
palak_paneer,Palak Paneer,indian,3,intermediate,14,21,4,blanching|sauce_making,"Spinach blanching and puree, paneer frying",Aloo Gobi (Potato and Cauliflower),"{""calories"": 300, ""protein"": 16, ""carbs"": 12, ""fat"": 22}",[],,,skill_tree,2026-03-05T13:12:51.811283
naan_bread,Naan Bread,indian,3,intermediate,24,36,4,dough_making,"Yeasted dough, tandoor-style cooking on cast iron",Chapati,"{""calories"": 260, ""protein"": 8, ""carbs"": 42, ""fat"": 6}",[],,,skill_tree,2026-03-05T13:12:51.811283
tandoori_chicken,Tandoori Chicken,indian,3,intermediate,36,54,4,grilling,Dual marinade technique and high-heat cooking,,"{""calories"": 250, ""protein"": 32, ""carbs"": 6, ""fat"": 10}",[],,,skill_tree,2026-03-05T13:12:51.811283
lamb_rogan_josh,Lamb Rogan Josh,indian,4,intermediate,48,72,4,braising|sauce_making,Kashmiri chilli handling and slow lamb braising,Butter Chicken (Murgh Makhani),"{""calories"": 420, ""protein"": 32, ""carbs"": 12, ""fat"": 28}",[],,,skill_tree,2026-03-05T13:12:51.811283
hyderabadi_biryani,Hyderabadi Biryani,indian,5,advanced,48,72,4,steaming|sauce_making,"Dum cooking, saffron infusion, and rice layering",Jeera Rice (Cumin Rice)|Lamb Rogan Josh,"{""calories"": 480, ""protein"": 25, ""carbs"": 55, ""fat"": 18}",[],,,skill_tree,2026-03-05T13:12:51.811283
dosa_with_sambar,Dosa with Sambar,indian,5,advanced,72,108,4,fermentation|tempering,Batter fermentation and crispy dosa spreading,Chapati,"{""calories"": 250, ""protein"": 10, ""carbs"": 40, ""fat"": 6}",[],,,skill_tree,2026-03-05T13:12:51.811283
chole_bhature,Chole Bhature,indian,4,advanced,24,36,4,dough_making|deep_frying,Bhatura dough and puffy deep-frying,Chana Masala|Naan Bread,"{""calories"": 500, ""protein"": 15, ""carbs"": 55, ""fat"": 24}",[],,,skill_tree,2026-03-05T13:12:51.811283
fish_moilee_kerala_fish_curry,Fish Moilee (Kerala Fish Curry),indian,4,advanced,14,21,4,sauteing|sauce_making,Coconut milk curry and gentle fish poaching,Palak Paneer,"{""calories"": 320, ""protein"": 28, ""carbs"": 10, ""fat"": 20}",[],,,skill_tree,2026-03-05T13:12:51.811283
garam_masala_from_scratch,Garam Masala from Scratch,indian,3,advanced,8,12,4,tempering|roasting,Whole spice toasting and grinding ratios,,"{""calories"": 15, ""protein"": 1, ""carbs"": 2, ""fat"": 1}",[],,,skill_tree,2026-03-05T13:12:51.811283
lamb_nihari,Lamb Nihari,indian,5,advanced,192,288,4,braising,Overnight slow cooking and nut-thickened gravy,Lamb Rogan Josh,"{""calories"": 480, ""protein"": 35, ""carbs"": 15, ""fat"": 32}",[],,,skill_tree,2026-03-05T13:12:51.811283
french_omelette,French Omelette,french,2,beginner,5,5,4,sauteing,"Low heat, constant stirring, and tri-fold technique",,"{""calories"": 250, ""protein"": 16, ""carbs"": 2, ""fat"": 20}",[],,,skill_tree,2026-03-05T13:12:51.811283
vinaigrette,Vinaigrette,french,1,beginner,5,5,4,emulsification,Oil and acid emulsion with mustard stabilizer,,"{""calories"": 120, ""protein"": 0, ""carbs"": 2, ""fat"": 13}",[],,,skill_tree,2026-03-05T13:12:51.811283
croque_monsieur,Croque Monsieur,french,1,beginner,8,12,4,sauce_making|sauteing,Simple bechamel and pan toasting,,"{""calories"": 450, ""protein"": 22, ""carbs"": 30, ""fat"": 26}",[],,,skill_tree,2026-03-05T13:12:51.811283
french_onion_soup,French Onion Soup,french,2,beginner,24,36,4,sauteing|deglazing,Deep caramelization and fond deglazing,,"{""calories"": 300, ""protein"": 12, ""carbs"": 28, ""fat"": 14}",[],,,skill_tree,2026-03-05T13:12:51.811283
salade_nicoise,Salade Nicoise,french,2,beginner,12,18,4,blanching|knife_skills,Component cooking and composed salad assembly,Vinaigrette,"{""calories"": 350, ""protein"": 22, ""carbs"": 20, ""fat"": 20}",[],,,skill_tree,2026-03-05T13:12:51.811283
panfried_sole_meuniere,Pan-Fried Sole Meuniere,french,2,beginner,8,12,4,sauteing|sauce_making,Fish dredging and beurre noisette,,"{""calories"": 300, ""protein"": 28, ""carbs"": 8, ""fat"": 18}",[],,,skill_tree,2026-03-05T13:12:51.811283
coq_au_vin,Coq au Vin,french,3,intermediate,48,72,4,braising|deglazing|sauce_making,"Wine braising, bouquet garni, and sauce finishing",French Onion Soup,"{""calories"": 420, ""protein"": 32, ""carbs"": 12, ""fat"": 26}",[],,,skill_tree,2026-03-05T13:12:51.811283
bechamel_sauce,Bechamel Sauce,french,2,intermediate,6,9,4,sauce_making,Roux preparation and gradual milk incorporation,Croque Monsieur,"{""calories"": 150, ""protein"": 5, ""carbs"": 10, ""fat"": 10}",[],,,skill_tree,2026-03-05T13:12:51.811283
quiche_lorraine,Quiche Lorraine,french,3,intermediate,24,36,4,dough_making|roasting,Shortcrust pastry and custard ratio,French Omelette,"{""calories"": 380, ""protein"": 14, ""carbs"": 22, ""fat"": 26}",[],,,skill_tree,2026-03-05T13:12:51.811283
ratatouille,Ratatouille,french,3,intermediate,30,45,4,knife_skills|roasting,Precision slicing and layered vegetable roasting,Salade Nicoise,"{""calories"": 180, ""protein"": 4, ""carbs"": 20, ""fat"": 10}",[],,,skill_tree,2026-03-05T13:12:51.811283
